id,author,pubdate,description,sentimen
596,@YULIANTO-vf6tw,4/29/24 9:34,"Tangkap Bae cukai yang terlibat dengan kasus ini,",negatif
597,@yustinutama8947,4/29/24 12:53,Siapa yang mau nangka eh nangkep?,negatif
598,@rakyatindonesia2494,4/29/24 9:34,Bukti Kekuatan Viral ðŸ¤£ðŸ¤£ðŸ¤£,netral
599,@heryrdr-9168,4/29/24 9:34,"Jangan bikin susah, ingat suatu saat nanti, akan menimpamu, terhusus untuk orang orang bea cukai.",negatif
600,@mohamadubaidillah9516,4/29/24 9:34,"SLB diperas, rakyat diinjek2... yg menteri2 bebas...",negatif
601,@makmengulas4443,4/29/24 9:34,Naudzubillah uang haram,negatif
602,@ArioVanish,4/29/24 9:34,Untuk ekonomi negara atau sekelompk orang?,negatif
603,@galihramadhan1100,4/29/24 9:33,Peraaasss trooosss Peras sampe kering Jangan pandang bulu,negatif
604,@dynvlog9847,4/29/24 9:33,"Waduh parah banget, aneh kerja disitu puluhan taun masa gk tau, soplak",negatif
605,@stiaditresna1393,4/29/24 9:33,"Kalau gak ada netizen, sampai menteri turun tangan, gak akan dicek itu alat apa dan darimana sama pimpinan bea cukainya... Jadi sebenar nya asal tahu saja, di Indonesia itu yg brengsek itu jajaran menengah ke bawahnya... Otak do dengkul kafang2 gak dipake malah, gak diteliti, hobi pakai template, diamggap sama semua... Yang pentingggg... Bisa pulang cepet....",negatif
606,@anangaja1647,4/29/24 9:33,Ngeles aja kerjanya kek supir Bajaj ðŸ˜‚,negatif
607,@syafiqulinnuha,4/29/24 9:33,Yaaa kasihan gagal pungli,negatif
608,@inggrivsky8440,4/29/24 9:33,BclC gak tw diri. Ente kerja kyk zaman kompeni saja minta upeti,negatif
609,@FreF-rl1mc,4/29/24 9:33,Maka agar oknum sulit bermain di bea masuk buat lumpsum total tax sudah termasuk ppn misal 15%. Kadang tki beli barang 50 jt 3 th lalu ya beda harga dg saat pulang ke Indonesia. Bgmn bisa tentukan harga masuk,negatif
610,@bapakdavid8379,4/29/24 9:33,Parah pejabat beacukai,negatif
611,@suprievlog8649,4/29/24 9:33,Bagaimana jika ternyata masuk kantung pribadi?,negatif
612,@radenujang3294,4/29/24 9:32,"Hei Bea Cukai!! kalian meminta SLB untuk membayar bea masuk, pajak dan denda karena kalian bilang *HANYA MEMATUHI PERATURAN.* Ingat !! *PERATURAN BELUM DIGANTI,* tapi koq kalian sekarang jadi merubah keputusan menjadi meloloskan? keputusan ini jadi ada 2 kemungkinan: 1. Sekarang kalian *Melanggar Peraturan,* 2. atau memang sebelumnya kalian *SALAH MEMAHAMI* Peraturan. Jadi alasan *hukum* yg mana yg jadi acuan *merubah keputusan?* Kalau memang ada pasal ttg *permohonan* penghapusan bea masuk, pajak dan denda, kenapa ngga ngomong dari dulu? Ada apa dengan otak dan hati kalian? ðŸ˜‚ðŸ˜‚",negatif
613,@nafinaf7937,4/29/24 10:21,Sesuai MK no. 90,negatif
614,@bennyconstantine7593,5/3/24 2:49,Emang anda tidak tahu kalau semua barang2 yg lewat bea cukai hrs Dimainkan ðŸ˜¢ðŸ˜¢ðŸ˜®ðŸ˜…ðŸ˜Škalau tidak bgmn mrk bisa kaya2 di tengah2 rakyat Indonesia yg hidup dibawah Garis kemiskinan dan pengangguran absolute ðŸ˜¢ðŸ˜¢ðŸ˜¢,negatif
615,@lodisupangat476,4/29/24 9:32,Serius nanya? Apakah buat beli rubicon?,negatif
616,@benmugase,4/29/24 9:32,"smi omon omon.. gak akan ngaruh ngomong gitu, becuk bakal tetep zholim",negatif
617,@mustofa8875,4/29/24 9:32,"Kesuwen, pisui ae, Jancok !",negatif
618,@yulisetiokurniawan664,4/29/24 9:32,GIlaaaaa,negatif
619,@SukarnoNono-wg6le,4/29/24 9:31,Salah pilih personel pecat aja,negatif
620,@arifnurmansyah102,4/29/24 9:31,Memalukan,negatif
621,@sugarcrypto9489,4/29/24 9:31,"Tolong nanti dipotong aja pakai duit 271T...itu dulu, gak kasihan apa??",negatif
622,@user-np8pq1xf1w,4/29/24 9:31,"giliran viral pasti alasan nya salah input masa beacukai sebesar itu bisa salah dalam sistem nya,kok gak diperbaiki dari dulu dulu..",negatif
623,@mamumahmud548,4/29/24 9:31,"Buat bayar utang. Kan tau sendiri utang luar negri buat bayar bunga, y aja ratusan trilyunan Sbentar lgi juga orang buang aer besar d kenakan pajak.",negatif
624,@user-wj5lf5xk5e,4/29/24 9:31,Kebacut... Paklek paklek,netral
625,@mamadm5148,4/29/24 9:30,"amburadul, aturan dibuat semaunya sendiri. PNS tidur aja digaji ....enak tenan",negatif
626,@Jimmy727-gb1gs,4/29/24 9:30,Dah gak aneh sama negri ini,negatif
627,@jokohartono6281,4/29/24 9:30,Merasnya kurang kuat bos.... Pakai mesin cuci sekalian kering..... Sekelas menteri harus turun tangan!!!!! ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,negatif
628,@fchandra2912,4/29/24 9:30,"memang aneh... ppn naik, harga barang jadi naik. import barang untuk alat belajar buat SLB susah .. yg kaya makin kaya yg miskin makin miskin",negatif
629,@buditamudi7519,4/29/24 9:30,Barang yang tidak diambil dengan berbagai asalan .dapat dimusnahkan ..ke laut ke tempat sampah.kerumah .,negatif
630,@andreasjhon8166,4/29/24 9:30,"Udah 2 tahun ditahan, pas serah terima sambil foto2ðŸ˜‚ðŸ˜‚ðŸ˜‚",negatif
631,@rabukkayeshua2479,4/29/24 12:24,Baguslah... Biar jd jejak digital muka tu org ketahuan nahan barang milik kaum disabilitas.... pake bilang kaga tahu klo itu barang hibah... Kunyuk banged!,negatif
632,@herawatis.7136,5/6/24 23:56,"iya gak malu ya mereka,,gue aja malu ngeliatx.ini 2 tahun loh ditahanx,gak main2 deh.klo gak viral,gak bakal dikeluarin tuh.pas dikluarin eh sibuk foto2 dngan bangga ngerasa udah brbuat baik yg luar biasa.mirisssðŸ˜¢",negatif
633,@user-tl5qk1rn2v,4/29/24 9:30,otaknya kmna nc bea cukai pintar sekali copot aja pejabat yg bertanggung jawab,negatif
634,@darmawan7010,4/29/24 9:30,"ya mbok kira kira toh , kalo buat pembelajaran apalagi tuna netra agak di pake hati nurani , jgn undang undang aja undang undang itu nga boleh bertentangan dengan pancasila , sila ke 2",negatif
635,@BebekGoreng88,4/29/24 9:29,hebatnya sri mulyani dalam mengatur anak buah.,negatif
636,@user-rq8wo7xx9k,4/29/24 10:05,"lebih hebat kalau mencegah, kalau sudah kejadian baru turun itu udah basi",negatif
637,@fauzannst8096,4/29/24 10:11,"sri mulyani memang hebat dalam mengatur keuangan negara hingga rapi dan transparan. tapi giliran mengatur bawahannya yg ada di perpajakan s/d bea cukai, kagak sanggup dia.",negatif
638,@BebekGoreng88,4/29/24 11:11,@@user-rq8wo7xx9k komen gue itu sarkasme.,netral
639,@BebekGoreng88,4/29/24 11:11,@@fauzannst8096 komen gue itu sarkasme.,netral
640,@Andwave,4/29/24 9:29,Bea cukai dah lama ngidi kek gini,negatif
641,@ryanmuhammad5160,4/29/24 9:29,Bahkan untuk kemanusiaan pun mereka gak ada toleransi,negatif
642,@tbrracing2887,4/29/24 9:28,Banyak pungli dan koruptor di bea cukai,negatif
643,@yonandarisa7273,4/29/24 9:28,Nggak punya moral sama sekali untuk anak sekolah SLB masih dikenai biaya pikiranya di otaknya hanya uang dan uang tanpa memikirkan untuk apa alat alat itu!,negatif
644,@salamunkarim6048,4/29/24 9:28,Kenyataan yg buat miris,negatif
645,@yogiaja7294,4/29/24 9:27,Sial nunggu viral dulu,negatif
646,@safeikredit5456,4/29/24 9:27,Jahattttt sama warganegara sendiri. Klo viral baru di proses.. Bebas. Pejabat bea cukai kenapa kmu jahat sama rakyat Indonesia. Hanya baik pda import luar keindonesiaan. Penghianat dinegri sendiri,negatif
647,@channelk-5145,4/29/24 9:27,"Yg nakal2 geser ke lapas, disana paling dia nisa markuo jatah makan napi",negatif
648,@rizkyindahsafitri-kc8cc,4/29/24 9:27,"Smpai kiamat pun pling ttp marak korupsi jdi negara minus keadilan, hukuman seadil-adilnya bgi pelaku di akhirat nnti, sdh menyengsarakan masyarakat makan uang rakyat, gk tau diri lagi koruptor ini",negatif
649,@darmawan7010,4/29/24 9:32,"bukan koruptor itu , itu pejabat yg takut takut ngambil kebijakan , takut di periksa , takut salah nga siap jadi pejabat ya gausa",negatif
650,@untungabimaya5323,4/29/24 9:27,Ganti dan pecat yg nahan....,negatif
651,@casitanaufal2962,4/29/24 9:27,Di serah kan pada saat viral ya.,negatif
652,@streamidexe,4/29/24 9:27,No money barang saya tahan dlu,negatif
653,@iqbalnapansa3394,4/29/24 9:27,Bea cukai Lahan empuk pungli dan korupsiðŸ˜ðŸ˜,negatif
654,@yogiswara_sp,4/29/24 9:26,Soal duit . Gercep dah semua di palak ðŸ˜‚,negatif
655,@Sumber_Rezeki369,4/29/24 9:26,kayaknya mafianya harus di Brantas,negatif
656,@abdeemanaf1458,4/29/24 9:26,Dia tidak memandang untuk siapa dan buat apa..yg penting menghasilkan.kurang ajar emngðŸ˜¢ðŸ˜¢,negatif
657,@gerilyamalamgmtv1618,4/29/24 9:26,Indonesia tidak akan pernah bersih dr korupsi,negatif
658,@We1bert,4/29/24 9:45,Ngntit ðŸ˜‚ðŸ˜‚,netral
659,@Boegie1102,4/29/24 10:34,"Gak akan bersih,selamanya hukumannya bukan hukuman mati ðŸ˜‚",negatif
660,@user-lm6yn2or7u,4/29/24 10:42,Emberrrrr,netral
661,@gerilyamalamgmtv1618,4/29/24 10:50,@@user-lm6yn2or7u gayung akhðŸ¤£ðŸ˜,netral
662,@edosetiawan-ut2fd,4/29/24 13:19,Mentrinya aja banyak yang korupsi apalagi bawahannyaðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜‚ðŸ˜‚ðŸ˜‚,negatif
663,@joetgr370,4/29/24 9:26,Kasus lagi bea cukai wkwk,negatif
664,@sohibbbc1659,4/29/24 9:26,"kenapa si yg melakukan hal2 kaya gini gak di pecat secara tidak hormat, makin lucu mereka yg bekerja di pemerintahan melakukan pelanggaran dianggap wajar2 saja tanpa ada nya sangsi yg tegas.",negatif
665,@ozavera5026,4/29/24 10:13,"Ah utang banyak, segala sumber dana musti dikejar jar jar",negatif
666,@malvin0123,4/29/24 10:45,"Kenapa dipecat? Mereka melakukannya sesuai aturan perundangan yg berlaku dibuat pemerintah.. Gratis krn skrg sdh viral banyak netizen mengkritik, baru dicari alasan untuk bisa gratis tp aturannya(UU) masih ada..",negatif
667,@sohibbbc1659,4/29/24 11:41,"@@malvin0123 kalau sesuai aturan kenapa digratisin kocak loe, peraturan ya peraturan masa dilanggar.",negatif
668,@Ismail-xz5gl,4/29/24 12:23,"Kalau bisa menguntungkan bersama artinya sama2 dapat,ya nggak dipecat.Masa pd lupa,hukuman koruptor kakap pun bisa diperpendek dg uang.Fasilitas vip juga bisa dibeli di penjara.Jalan2 keluar juga bisa diatur dg uang.Apalagi cuma pungli di lembaga,meski jmlhnya besar.Artinya pejabat mana yg akan memecat pelaku pungli bea cukai ini.ðŸ˜…",negatif
669,@blueishtae7370,4/29/24 12:53,@@malvin0123 jd mesti viral biar gratis...,negatif
670,@ridhamaulana1611,4/29/24 9:25,Bea cukai harus di Audit.,negatif
671,@risn5478,4/29/24 9:58,Yang auditnya siapa? Ya orang mereka-mereka juga ðŸ˜‚,negatif
672,@ridhamaulana1611,4/30/24 1:33,@@risn5478 iya bener juga tuh ðŸ˜†,netral
673,@KangAsepBurayut,4/29/24 9:25,Audit bea cukai sampai ke pegawainya..,negatif
674,@tangtainment,4/29/24 9:50,bea cukai sarang koruptor terbesar pasti triliunan,negatif
675,@AsiuwwKherkher,4/29/24 9:25,Pecat pecatin aja udh Ribet amat,negatif
676,@JualTanahMurah99,4/29/24 9:25,Buat apa Bu menteri pelayanan klo bea dikenakan tinggi ðŸ˜…ðŸ˜…,negatif
677,@discool9427,4/29/24 9:24,"Di luar negeri sekolah saja gratis,,lha ini alatnya saja apalagi untuk SLB harus diperas... mirisnya negeri Konoha",negatif
678,@AkhiAkhi-fs2jt,4/29/24 9:54,Lumayan buat pemasukan entah kemana..,negatif
679,@wartinisbg6292,4/29/24 10:03,"disini juga gratisss,sudah gratis masih dapat bea siswa jutaan,juga ada bidik misi,ada bip",negatif
680,@vinschiffer290,4/29/24 10:27,â€‹@@wartinisbg6292ðŸ˜‚ lucu komen nya udh tau negara gabener masi aja dibela,negatif
681,@suparmi1982,4/29/24 10:32,6,netral
682,@imansantosa6331,4/29/24 10:36,â€‹@@wartinisbg6292wong aneh,negatif
683,@DeLFerro508,4/29/24 9:24,"Banyak dosanya kerja di pajak ni, jauhilah kerja disini, kadang sistim yg bikin orang benar jadi salah, jika kamu org yg cerdas dan pintar keluar dan cari kerja yg lain.",negatif
684,@JagurYuk,4/29/24 10:00,"Dalam hukum IsIam, haram kerja di bea cukai dan pajak. Diancam neraka oleh Allah Ta\'ala.",negatif
685,@skyblue4089,4/30/24 1:23,"Justru kerjaan ini perlu dapetin pekerja baru, khususnya pekerja yg jujur.",negatif
686,@TruthSeekers13,5/8/24 4:51,â€‹@@skyblue4089Gak ada itu di indonesia,negatif
687,@deliari11,4/29/24 9:24,ðŸ‘ðŸ‘ðŸ‘ emang ga ada malunya,negatif
688,@botakbiadap39,4/29/24 9:23,Emang top dah kerjaan ente ðŸ¤£ðŸ¤£ðŸ¤£,negatif
689,@Lilikmugiarto-yn3lq,4/29/24 9:23,Pokoknya ga pandang bulu.. mau buat SLB juga sikat.. yang penting ada uang masuk.. hajar bea CUK....,negatif
690,@prabowobi2102,4/29/24 10:14,Betul sekali pokoknya uang masuk!!,negatif
691,@ihanihanbryan9137,4/29/24 10:14,Bea cukai terlahir institusi paling kaya dan makmur kakehan pungli korupsi,negatif
692,@user-lm6yn2or7u,4/29/24 10:40,Gilaaaa ya kejam parah,negatif
693,@Ismail-xz5gl,4/29/24 12:14,"Terus narkoba begitu nyk beredar dr luar negeri ini,masa semua diselundupkan lewat jln tikus ?Apa pintu bea cukai juga bisa dibuka dg besarnya uang?",negatif
694,@pemudabatak4421,4/29/24 12:49,"Definisi ""kalo bs dipersulit ngapain d permudah"" wkwk biar dapet ini itu ðŸ¥±",negatif
695,@zaichannel3342,4/29/24 9:23,"Itulah kelucuan negeri Konoha, ngebantu ga mau giliraan ada yg mau bantu di bikin susah,",negatif
696,@Bobok_kuasa,4/29/24 9:33,Pemerintah kok meresahkan rakyat.,negatif
697,@Praseti0,4/29/24 9:49,"Pendidikan moral yang rendah, jgn hanya salahkan pemerintah, tapi individu. Kalo semua rakyat tidak merah dengan uang dan memiliki tangung jawab thdp pekerjaan tidak akan terjadi hal merugikan, jgnkan di pemerintahan skrng juga banyak oknum mau kerja saja harus bayar dlu. Prilaku seperti ini sudah ada sjk jaman dlu, kita bukan di jajah oleh belnda tapi rakyat memlki jabatan dlu yang menjajh ngri sndri. Hasilnya skrng tidak jauh beda. Jaganya sesama manusia kepda tuhan sndri tidak takut.",negatif
698,@Rhidayah,4/29/24 9:49,"Mngkin sengaja, biar masyarakat ny ga maju2. Dan milih pemerintah ny itu2 lagi ðŸ˜‚",negatif
699,@kristinasimanjuntak1951,4/29/24 9:56,"Bea cukai makin kesini makin kesana ya.. selagi menjabat, percepatan kekayaanpun harus cepat masuk.. kejar target gitu istilahnya.ðŸ˜…ðŸ˜…ðŸ˜…",negatif
700,@user-vj7te3nr7v,4/29/24 10:04,"Satu kata cukup ""MEMALUKAN""â€‹@@kristinasimanjuntak1951",negatif
701,@budi6445,4/29/24 9:21,Lembaga pekok sarang koruptor,negatif
702,@muhammadhidayat4460,4/29/24 9:20,"ginilah klo udh banyak utang, dikit2 rakyatnya diperas",negatif
703,@Zzzzzxx_,4/29/24 9:39,"Jepang kagak tuh walaupun hutangnya jauh lebih tinggi dari indo, emang bea cukai aja yang agak lucu fungsi kagak nyusahin iya mending rombak lagi udah tuh institusi",negatif
704,@rumahkuidamanku697,4/29/24 9:52,Komen bloonðŸ¤£ðŸ¤£,negatif
705,@donquixoteflamingo5607,4/29/24 9:54,"â€‹@@Zzzzzxx_jepang?liat rata2 IQ nya brp, liat kemajuan pendidikannya, kesejahteraannya, jjauhðŸ˜‚",netral
706,@emeraldoramadhan1028,4/29/24 10:00,@@Zzzzzxx_ya jepang itu utang nya ke dalam negeri cuk beda kalo indon ke cina,netral
707,@sabunlfboy2495,4/29/24 10:31,lihat pendapatan perkapita nya dan status negara maju nyaâ€‹@@Zzzzzxx_,netral
708,@allyshanuhrozy738,4/29/24 9:18,Ya alloh kok bencana aja siðŸ¤”ðŸ¤”ðŸ¤”,negatif
709,@ibuefeni5718,4/29/24 9:17,"pemerintah Indonesia sungguh terlalu, semuanya di kenakan,biaya bea cukai,",negatif
710,@ErwinCimo,4/29/24 9:17,Pajak bumi pun bersalahan,negatif
711,@JKT00721,4/29/24 9:11,"Parah kerja bea cukai masalah ini harus menteri turun tangan, mana penjabatnya kerja ga. Apa harus presiden juga dateng. Kerja pake etika da n hati nurani untuk rakyat.",negatif
712,@king_the_wildfire1284,4/29/24 9:10,Peras terus boss,negatif
713,@DanuHandinata,4/29/24 9:10,Bea cukai bikin rakyat miskin g jelas.,negatif
714,@user-zq5ie3we2m,5/8/24 6:17,jangan mancing amarah masyarakat habis tu gedung bea cukai kebakar,negatif
715,@ns4tofficial276,5/7/24 23:48,"gw pernah denger dijalan ada org ngobrol soal bea cukai, ada permainan orang dalam buat ambil barang dr bea cukai, nanti barang nya dijual lagi ama dia. ternyata bener setelah liat berita ini, banyak maling, cuma aksi nya yg berbeda2",negatif
716,@sahrohman6166,5/7/24 13:44,Kasihan udah kena bea cukai paket nya rusak ðŸ˜…,negatif
717,@Hanmoon850,5/7/24 12:58,Tai babi lah semua nya najis dan HARAM LU ORANG SEMUA. PEJABAT BEA CUKAI DAN KEUANGAN. SEMOGA TUHAN MAHA KUASA MENGALAHKAN ALLOH DAN MENGHUKUM KALIAN SEMUA. KARENA SELAMA INI ALLOH DIEM AJA.,negatif
718,@WAN_GAMING_ID,5/7/24 11:44,Enak betul klo ga viral tetap ditahan tu mainan dan sepatu.. yg lainnya (ga viral) gmna bos?,negatif
719,@rizkyyannor3938,5/7/24 11:42,Viral kan,netral
720,@NewKidsOnTheFrags,5/7/24 10:07,"Tenang aja, saya sdh bantu viralkan lagi ke beberapa reviewer megatron di luar negeri, termasuk beberapa media berita asing yg kebetulan meliput megatron. Saya ceritakan bagaimana kelakuan bea cukai Indonesia yg suka memeras org dgn alasan ""pajak"" yg tdk masuk akal. Sekalian meminta bagi siapapun yg mau dtg ke Jakarta, harus berhati hati, krn klu sial, bakal kena peras oleh bea cukai Jakarta yg bisa mencapai angka ribuan dollar. Saya juga ceritakan TKI yg pulang ke Indonesia sering jadi korban pemerasan karyawan bea cukai. Mari kita sebarkan fakta yg tdk bisa dibantah ini ke berbagai negara, agar semua org yg dtg ke Jakarta dari luar, bisa lebih hati hati dan waspada. Menyebar kejujuran adalah pahala. Apalagi tujuannya menyelamatkan banyak org dari tindak pemerasan bea cukai.",negatif
721,@nuraziizah5545,5/7/24 8:05,Dasar perampok ðŸ˜‚,negatif
722,@jassnoEeeee,5/7/24 7:11,Kemarin saya ketemu ada yang jual coin seri 40 tahun Transformers ada muka Megatron di jual dengan harga 4jt nama akunnya ben ben,negatif
723,@taufiksetiaji9027,5/7/24 1:14,Tolong kpk priksa Bea cukai..,negatif
724,@Boomkins,5/7/24 0:29,sangat bokbrok emang ðŸ—¿,negatif
725,@bocilbaikcekali,5/6/24 23:49,Menteri kurang peka,negatif
726,@nnnnnnn9346,5/6/24 23:15,Beapungli,negatif
727,@pzinkprasetya9041,5/6/24 22:10,Bakal terjadi lagi.,negatif
728,@errydwisumantri,5/6/24 18:20,"Ah indonesia isinya gituan trs, percuma jujur2an sm pemerintah",negatif
729,@jangantengokkesini8321,5/6/24 12:29,barang gw hadiah dari taiwan udah 4 bulan ketahan di bea cukai . gimana ini apa harus membayar juga.,negatif
730,@AyamSoriii,5/6/24 11:16,Makin lama makin aneh Indonesia semua karena pejabat otak miring,negatif
731,@agungmahendra7074,5/6/24 11:11,Yuk cek harta kekayaan bapak bea cukai tersebut...ðŸ˜Š,negatif
732,@Bapak_esa,5/6/24 10:41,"Buat apa sih di tahan barang orang ,bea cukai recehan amat rakus mafia negara musnahkan saja",negatif
733,@mahdinafi4393,5/6/24 9:08,pasti tim u23 indonesia terpaksa mengalah dengan tim uzbekistan gara gara takut dikenakan pajak pialanya dari qatar..seperti pajak piala kontestan musik dari indonesia juara di jepang..mungkin tim u23 indonesia gak mau menang gara gara pajak bea cukai ini..,negatif
734,@sucat0780,5/6/24 8:59,"korupsi mulu si kontol,",negatif
735,@panjiasmoro56,5/6/24 8:44,Cuma yg viral? Yg Ga viral gimana?,negatif
736,@al302,5/6/24 6:38,Kelar karena viral kocak..,negatif
737,@uniriz1354,5/6/24 4:11,buat apa ya bea cukai??,negatif
738,@rudihermanto4837,5/6/24 3:48,KPK haruss periksa bea cukai,negatif
739,@GeminiPonsel-ym1rc,5/6/24 0:34,harga lbih kcil kan emng itu megatron lbih murah pada grem lock,negatif
740,@ridwank.8821,5/5/24 23:54,Sarang Koruptor,negatif
741,@MrOgiexslash,5/5/24 22:50,"ga kebayang beli sendal nilai 5 dolar, di palak 10 juta sama bea cukaiðŸ¤£",negatif
742,@duniapieko,5/5/24 22:20,Haruskah semua barang harus di tangani mentri dlu baru kelar??gak semua org bisa ngubungi bu srimulyaniðŸ˜…,negatif
743,@MuhammadIqbal-vc3kk,5/5/24 21:48,Beginilah kondisi negeri kita tercintaahhh,negatif
744,@dwiwijaya2018,5/5/24 20:56,Bea Cukai ahli unboxing coy,negatif
745,@snapsoot1309,5/5/24 20:16,parah box nya banyak sobek koin nya hilang ðŸ˜¢,negatif
746,@junedrasyad7560,5/5/24 19:47,Sarang rampok,negatif
747,@MulyantoAdiningrat,5/5/24 13:26,Up,netral
748,@user-ow9rr5tv8p,5/5/24 13:07,Korup terus,negatif
749,@DDH-ul9xe,5/5/24 12:33,Masa harus viral dulu baru di respon.... Emang tai... Bisa kerja gak sih suu... Busuk kali kerja orang2 ini,negatif
750,@ranrancool,5/5/24 10:48,Diterima dalam keadaan rusak,negatif
751,@alexoioi8603,5/5/24 10:42,Nama di atas gedung lok diganti dengan perampok bisa gak...?,negatif
752,@otodidakskill3021,5/5/24 10:30,Mantap banrang luar negri harus di persulit masuk nya.biar kita menggunakan produk dalam negeri kita kalo perlu tambah 10 kali lipat lagi tuh pajak nya ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,negatif
753,@lolitarosiana6235,5/5/24 10:24,kebanyakan makan cuka nih orang2 kementerian,negatif
754,@muhammadiqmal2043,5/5/24 9:54,Mesti viral ðŸ˜‚,negatif
755,@Tampanidaman_,5/5/24 9:14,Maling ya maling ðŸ˜‚,negatif
756,@yayangciut8364,5/5/24 6:41,helehh helehh..pret,negatif
757,@afendibekicot4685,5/5/24 6:32,Di bubarkan aja ga guna,negatif
758,@muhammadabdusyafi,5/5/24 5:28,"ðŸ˜‚ðŸ˜‚ðŸ˜‚ Mau heran, tapi di konoha",negatif
759,@Knights011,5/5/24 4:47,Berak CukaðŸ˜‚,negatif
760,@adiyansyah8315,5/5/24 3:55,"ANJING MEMANG MANUSIA"" BUSUK SEPERTI ITU TERLALU BNYK PEJABAT BUSUK DI NEGRI INI",negatif
761,@arifwidyanazarudin3054,5/5/24 3:00,"Barangnya udah diterima, tapi ada yg ilang dan rusak,,,dasar para mafia",negatif
762,@musiclovers9477,5/5/24 2:11,Malink pajak,negatif
763,@ghost45x,5/5/24 0:58,"Semua pejabat ga cuma wajib lapor kekayaan tapi juga harus diaudit KPK. Yakin itu pejabat pajak dan bea cukai main semua. Alun, gayus itu hanya contoh yang kecil-kecil, yang di atas mereka masih banyak lagi.",negatif
764,@wuffaGaming,5/5/24 0:44,Beacuk b@b1,negatif
765,@Rama-bi5ok,5/5/24 0:39,"hahaha, saya juga prnah barang HP saya tertahan di bea di mintain berkas, pembayaran, dll.. pokoknya ""RIBET"" dan biaya beanya setengah harga! kejadiannya terjadi di tahun 2019 lalu",negatif
766,@rtc184,5/4/24 23:59,Ini mah pengalihan isu kasus 270 tiri,negatif
767,@adisetyawicaksono8117,5/4/24 23:57,"Pernah dibubarin, ngapain cb dibuat lg.. emang rusak",negatif
768,@AndrieSetiawanAD12,5/4/24 23:36,Dan ternyata ada komponen mainan yang hilang.,negatif
769,@MrCakil99Sindycate-uv6do,5/4/24 22:18,kpk diem diem bae nihh,negatif
770,@rivaldyahmadazhar,5/4/24 22:06,"SEREM JUGA BEA CUKAI, BAGAIMANA NASIB KAMI ORANG BIASA? APAKAH HARUS VIRAL DULU?",negatif
771,@agustinusboho1799,5/4/24 21:48,Negri konoha.. ad uang sulit.. ga ad uang juga sulitt ðŸ˜‚ðŸ˜‚ðŸ˜‚,negatif
772,@galihtriawan3948,5/4/24 21:30,Seandainya aku jadi koruptor.. Pasti udah kaya dunia akhirat..,negatif
773,@R3n3a,5/4/24 20:45,Beacukai perbaiki laah bu Sri,negatif
774,@Casper-rw2nu,5/4/24 20:42,bea cukai tempat ny orang2 korupsi temen saya baru beberapa bulan kerja dibea cukai aja udah bisa beli mobil BMW yg terbaru kan hebat...,negatif
775,@Lawakkonyol,5/4/24 20:27,Koin nya hilang. Di mangsa bc. Tlll banget si bc. Terus saja di lindungi negara. Yang salah di lindungi terus. Sampe pada buncit perut si bc,negatif
776,@qieww4198,5/4/24 20:24,BEA CUKAI sedang mempermalukan dirinya sendiri !,negatif
777,@mhnchannel9828,5/4/24 20:05,Maling,negatif
778,@studiokelasteri7284,5/4/24 19:54,Bea cukai kok jadi makin hancur ya. Pemerintah apa nggk bisa atur ni bea cukai? Kok semua2 harus salah dulu baru di benerin supaya warga nggk ngamuk. Kerjaan apa ini?,negatif
779,@Fornite.SembilanBenua,5/4/24 19:44,yang rusak bisa diperbaiki tapi kalo cacat dr awal.... bagusnya gimana ya,negatif
780,@unclemarley9452,5/4/24 17:20,#beacukai asu,negatif
781,@Frindomaxi77-hm8ih,5/4/24 13:15,Negara bobrok,negatif
782,@LanaLain-zl6mk,5/4/24 12:38,Ayo semua warga Indonesia kita mogok bayar pajak bea cukai ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ sumpah sialan itu petugas Bea cukai ayo mogok bayar pajak,negatif
783,@rohadibagong4441,5/4/24 11:16,Tapi ada yang hilang koin 40 tahun nya di colong bea cukai paling engga ganti rugi lah,negatif
784,@husaeni1998,5/4/24 10:13,"Lagi nunggu buzzer beacukai. Ya yg pasti mereka hanya bisa diam, dan pura-pura tak terjadi apa-apa. Sampe nanti dah gak viral lagi.",negatif
785,@eavyeavy2864,5/4/24 9:18,"Barang 800, bea cukai 1600 Koreksi apa Makan ?",negatif
786,@kaisarnero666,5/4/24 7:11,"Pantas negara gk maju"" lah wong maling d pekerjakan d instansi"" negara",negatif
787,@agustoni1202,5/4/24 6:31,Unboxing bang medyâŒ Unboxing bea cukai âœ…,negatif
788,@btlfishingcrew,5/4/24 5:55,ðŸ˜…,netral
789,@cucu_hokage,5/4/24 3:54,KPK mana woiii...KPK,negatif
790,@cucu_hokage,5/4/24 3:53,"Bubarin bea cukiiii gnti smua orng""nya",negatif
791,@TheGintang,5/4/24 3:30,"Ooo ini yg barangnya ada yg ilang??dimaling kah???gila bener ya......pecat kepala bea cukai soetta, nga becusssss kerjanya,",negatif
792,@m.firmansyah2626,5/4/24 2:53,"Bea cukai anjing, kontol, gak guna, perusak kesenangan orang",negatif
